UUID,Unité,mol éq. H+,kg éq. CFC 11,kg éq. CO2,kg éq. CO2.1,kg éq. CO2.2,kg éq. P,kg éq. N,mol éq. N,kg éq. COVNM,incidence de maladie,éq. kBq U235,MJ,kg éq. Sb,sans dimension (pt)
91481663-d3f9-4f4a-beed-7cc55d05ec79,Infrastructures ferroviaires (fret)/Railway infrastructure (freight),4.43158e-05,-7.1197e-13,0.0106668,0.0,0.0106668,1.96874e-08,1.59156e-05,0.000177086,3.9524e-05,5.60441e-10,0.00382743,0.108441,2.68736e-07,0.0
7d545f00-7560-46ee-b977-2099071e5e09,Infrastructure aéroportuaire (fret)/Airport infrastructure (freight),0.00010566,6.13367e-12,0.0246858,0.0,0.0246858,3.19405e-08,2.32565e-05,0.000253313,6.8348e-05,2.31691e-09,0.0304818,0.378708,1.99009e-09,0.0
fefd81cb-6a4d-448e-a3cd-3b19b5a9733c,"Impression sublimation jet d'encre, inventaire partiellement agrégé/Inkjet sublimation transfer printing",0.00320937,3.66708e-08,0.229404,-0.0902504,0.319654,0.000424439,0.000380533,0.00172274,0.000571319,4.39182e-08,0.101165,4.14759,1.18073e-05,18.5869
d5dd70fd-0649-4047-913c-48838d318118,"Impression sublimation classique en hélio, inventaire partiellement agrégé/Rotogravure sublimation transfer printing",0.003354,4.0006e-08,0.239203,-0.106618,0.345821,0.000430643,0.000409865,0.00189775,0.000616415,4.82858e-08,0.115121,4.57059,1.18674e-05,21.1327
ce1a1f67-2a79-4952-9749-2fc772f78380,"Impression pigmentaire, procédé représentatif, traitement très efficace des eaux usées/Pigment printing ; screens and ink jet printers, representative process, very efficient wastewater treatment ; production mix, at plant ; 200g/m²",0.000211988,7.62257e-09,0.0620522,5.45931e-05,0.0619976,1.35911e-05,0.000512597,0.000257148,0.000253113,4.09434e-09,0.000938064,1.35876,2.87832e-07,0.29734
710987ca-f483-4f1c-9122-38b620f4062b,"Impression pigmentaire, procédé représentatif, traitement moyen des eaux usées/Pigment printing ; screens and ink jet printers, representative process, average wastewater treatment ; production mix, at plant ; 200g/m²",0.000211988,7.62257e-09,0.0620522,5.45931e-05,0.0619976,6.81551e-05,0.00138926,0.000257148,0.000253113,4.09434e-09,0.000938064,1.35876,2.87832e-07,0.29734
f12105dc-64d7-40ce-9e9f-962ff208cdb9,"Impression pigmentaire, procédé représentatif, traitement inefficace des eaux usées/Pigment printing ; screens and ink jet printers, representative process, inefficient wastewater treatment ; production mix, at plant ; 200g/m²",0.000211988,7.62257e-09,0.0620522,5.45931e-05,0.0619976,0.000140908,0.00175665,0.000257148,0.000253113,4.09434e-09,0.000938064,1.35876,2.87832e-07,0.29734
347b4a84-e6c5-4727-ab9b-87b34ec5e936,"Impression pigmentaire, procédé majorant, traitement très efficace des eaux usées/Pigment printing ; screens and ink jet printers, upper bound process, very efficient wastewater treatment ; production mix, at plant ; 200g/m²",0.00022289,7.96532e-09,0.0674628,0.000440724,0.067022,2.11171e-05,0.000694695,0.000259906,0.000261479,4.459e-09,0.00137209,1.40031,3.00573e-07,0.465588
59d12a8a-c720-423e-9dae-756c949ed212,"Impression pigmentaire, procédé majorant, traitement moyen des eaux usées/Pigment printing ; screens and ink jet printers, upper bound process, average wastewater treatment ; production mix, at plant ; 200g/m²",0.00022289,7.96532e-09,0.0674628,0.000440724,0.067022,0.000176763,0.00319541,0.000259906,0.000261479,4.459e-09,0.00137209,1.40031,3.00573e-07,0.465588
655debc1-0106-4f0d-9f35-aaa348f87db2,"Impression pigmentaire, procédé majorant, traitement inefficace des eaux usées/Pigment printing ; screens and ink jet printers, upper bound process, inefficient wastewater treatment ; production mix, at plant ; 200g/m²",0.00022289,7.96532e-09,0.0674628,0.000440724,0.067022,0.000184131,0.00323261,0.000259906,0.000261479,4.459e-09,0.00137209,1.40031,3.00573e-07,0.465588
ddaba47f-0c2d-4afc-bda2-4b9b4dc9bb76,"Impression par transfert de chaleur, inventaire partiellement agrégé/Heat transfer printing",0.00324812,3.78374e-08,0.235082,-0.0902359,0.325318,0.0004251,0.000409278,0.00178919,0.0005848,4.45305e-08,0.102886,4.24685,1.18282e-05,18.9955
87881a54-e864-40b9-a7cd-fe81c9e4d263,"Impression fixé-lavé, procédé représentatif, traitement très efficace des eaux usées/Substantive printing ; screens and ink jet printers, representative process, very efficient wastewater treatment ; production mix, at plant ; 200g/m²",0.000692673,3.79884e-09,0.0377105,0.000317147,0.0373934,1.41627e-05,0.000195375,0.000133536,0.000185692,5.63363e-09,0.00143026,0.624761,5.70619e-07,0.234857
0810b8e5-a3d9-4607-bccc-83d112573260,"Impression fixé-lavé, procédé représentatif, traitement moyen des eaux usées/Substantive printing ; screens and ink jet printers, representative process, average wastewater treatment ; production mix, at plant ; 200g/m²",0.000692673,3.79884e-09,0.0377105,0.000317147,0.0373934,9.07767e-05,0.00142631,0.000133536,0.000185692,5.63363e-09,0.00143026,0.624761,5.70619e-07,0.234857
1f9c9eed-b210-4aaf-b6a8-33d627be4527,"Impression fixé-lavé, procédé représentatif, traitement inefficace des eaux usées/Substantive printing ; screens and ink jet printers, representative process, inefficient wastewater treatment ; production mix, at plant ; 200g/m²",0.000692673,3.79884e-09,0.0377105,0.000317147,0.0373934,0.000192929,0.00194217,0.000133536,0.000185692,5.63363e-09,0.00143026,0.624761,5.70619e-07,0.234857
0a792764-2273-4911-a03f-51c8abde71f9,"Impression fixé-lavé, procédé majorant, traitement très efficace des eaux usées/Substantive printing ; screens and ink jet printers, upper bound process, very efficient wastewater treatment ; production mix, at plant ; 200g/m²",0.000855861,4.20216e-09,0.0903566,0.000772096,0.0895845,2.17976e-05,0.000352419,0.000162781,0.000256169,1.0056e-08,0.00181827,1.57976,6.24459e-07,0.368506
54212915-fdb1-423f-8f26-4396350975c7,"Impression fixé-lavé, procédé majorant, traitement moyen des eaux usées/Substantive printing ; screens and ink jet printers, upper bound process, average wastewater treatment ; production mix, at plant ; 200g/m²",0.000855861,4.20216e-09,0.0903566,0.000772096,0.0895845,0.000177443,0.00285314,0.000162781,0.000256169,1.0056e-08,0.00181827,1.57976,6.24459e-07,0.368506
1ee3ff59-4941-4f2a-b3ea-9fd7acb1f8b0,"Impression fixé-lavé, procédé majorant, traitement inefficace des eaux usées/Substantive printing ; screens and ink jet printers, upper bound process, inefficient wastewater treatment ; production mix, at plant ; 200g/m²",0.000855861,4.20216e-09,0.0903566,0.000772096,0.0895845,0.000384971,0.00390115,0.000162781,0.000256169,1.0056e-08,0.00181827,1.57976,6.24459e-07,0.368506
26338435-e479-49f2-9ddc-003bf7b8629f,"Impression/Printing ; screens and ink jet printers, upper bound process, inefficient wastewater treatment ; production mix, at plant ; 200g/m²",0.000594319,8.95708e-09,0.0970998,0.000696112,0.0964037,0.000439598,0.00515731,0.000226936,0.000356027,7.68032e-09,0.0025661,,5.29394e-07,0.698245
728cf1d4-09d6-45e7-9538-fe0b483c1988,"Hydrophilisation, inventaire partiellement agrégé/Hydrophilisation",0.00139248,2.23858e-08,0.134125,0.000347112,0.133778,0.000185116,0.00047587,0.000818132,0.000354837,1.49295e-08,0.031577,1.82883,5.04335e-06,2.79522
134bdb34-56eb-490a-ae45-427c277d5acd,"Grattage, procédé représentatif/Raising ; mechanical finishing, representative process ; at plant",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32bf78ce-1899-4eed-b35d-869ea0ba8db6,"Grattage, procédé majorant/Raising ; mechanical finishing, upper bound process ; at plant",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0bc4184b-b5f6-d8e4-2608-000022047e65,"Grande truite, 2 à 4kg, conventionnel, sortie atelier_x007f_/Large trout, 2-4kg, conventional, at farm gate",0.0118702,3.54683e-07,3.19573,0.137846,3.05788,0.0141297,0.104307,0.0608483,0.0131323,1.84835e-07,0.937654,48.9852,5.09522e-06,9.04166
99c950d0-fabf-46ac-b719-711fd0b31c2d,Gel douche/Shower gel | Rec/S,0.00393942,2.6164e-07,1.76796,0.00120011,1.76676,0.000504318,0.00722029,0.0132198,0.00352722,1.15181e-07,119.855,29.8849,5.71089e-06,113.059
6a96ea8b-8215-4bb4-abef-15c429cfdbcf,"Galvanisation de tôle d'acier, GLO/Galvanisation steel sheet, GLO",0.00300299,3.46369e-11,0.403234,0.0,0.403234,1.26522e-06,0.000459927,0.00496992,0.00135401,5.89759e-08,0.33347,5.63489,0.000173649,0.0
abc94027-6bbd-4ca7-a9c4-cc640cc73596,"Frottage de tôle d'acier (débarbage), GLO/Steel sheet scouring (deburring), GLO",0.000269818,2.97309e-12,0.03586,0.0,0.03586,1.38279e-07,3.96402e-05,0.000425485,0.000127454,4.66487e-09,0.0216886,0.82128,3.82171e-09,0.0
256e86aa-816b-437e-8953-924788ceb932,"Frappage, inventaire désagrégé/Embossing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dace7fea-a16c-443d-82f3-073e1132d302,"Flotte de vraquiers 100t - 200000t chargé à 100%/Ocean bulk ship fleet 100-200,000 t (100%) per tkm",1.38668e-07,1.97482e-11,2.86366e-05,0.0,2.86366e-05,1.71011e-11,2.36006e-08,2.50499e-07,7.58941e-08,5.34257e-12,2.05218e-05,0.000449847,1.56597e-10,0.0
e21becab-fcb9-45b4-83c5-a8a2b410158f,Flotte de trains/Train Fleet per tkm,1.93891e-06,5.62751e-14,0.000403223,0.0,0.000403223,2.66411e-10,3.02674e-07,3.25565e-06,9.5234e-07,1.22758e-10,0.000424457,0.00615439,2.05215e-08,0.0
9ce598e2-fc40-4a36-a21f-ead0f30d8b9f,"Flotte de navires porte-conteneur 1200t - 10000t chargé à 100%/Ocean container ship fleet 27,500 t (100%) per tkm",3.43576e-07,4.89299e-11,7.09527e-05,0.0,7.09527e-05,4.2371e-11,5.8475e-08,6.2066e-07,1.88042e-07,1.32373e-11,5.08467e-05,0.00111458,3.87999e-10,0.0
48e428c4-d389-4d8e-9739-e6a17b0442e7,"Flotte de ferrys 1200t - 10000t chargé à 100%/Ocean ferry fleet 1,200-10,000 t (100%) per tkm",3.79513e-06,5.40476e-10,0.000783739,0.0,0.000783739,4.6803e-10,6.45911e-07,6.85576e-06,2.0771e-06,1.46218e-10,0.00056165,0.0123116,4.28582e-09,0.0
442b0ac8-9100-4f37-a439-3175312b82bd,Flotte de bateaux fluviaux/Inland ship fleet per tkm,6.61125e-07,9.4153e-11,0.00013653,0.0,0.00013653,8.15324e-11,1.1252e-07,1.1943e-06,3.61839e-07,2.54717e-11,9.78415e-05,0.00214472,7.46603e-10,0.0
893f629e-826b-4991-b8a5-cb1a4b81c764,Flotte d'avions/Aircraft fleet per tkm,1.02664e-05,1.82053e-13,0.00137442,0.0,0.00137442,2.35113e-09,1.1614e-06,1.27491e-05,3.88786e-06,1.7168e-10,0.0013649,0.0208716,2.54554e-07,0.0
c61e0a3d-ee4a-46f7-a211-8db9c8d7384b,"Floculant/Flocculating agent, swimming-pool use | Rec/S",0.00564496,7.74079e-08,0.655115,0.000904392,0.65421,0.000341614,6.366e-05,0.000165208,0.000990331,6.95761e-08,2.91311,,1.77633e-06,3.34453
633672d6-42b9-4652-8bf3-72f5ee811863,"Finition PU, GLO/PU Finish, GLO",0.0302634,2.3395e-10,,0.0,,1.65191e-05,0.00740509,0.0795876,0.0215911,4.57422e-07,1.57388,35.3687,8.30552e-07,0.0
16f217c3-168e-88c2-6370-c545097d87a8,Finition moyen/Finish average,0.0183253,1.41632e-10,4.14709,0.0,4.14709,1.09873e-05,0.00438492,0.0470803,0.0130574,2.74973e-07,0.958922,22.2699,6.48411e-07,0.0
28e29300-eff8-a9b8-adef-552c1addcd50,Finition maximum/Finish maximum,0.0302634,2.3395e-10,,0.0,,1.65191e-05,0.00740509,0.0795876,0.0215911,4.57422e-07,1.57388,35.3687,8.30552e-07,0.0
2169b66b-4afe-09c3-9da4-0e536eaa5481,"Finition post-tannage du cuir, non spécifié/Post-tanning/ Finishing Leather, unspecified",0.0122813,1.24655e-10,2.70153,0.0,2.70153,7.46382e-06,0.0178847,0.0300752,0.00800224,2.39723e-07,0.902613,13.4422,1.76693e-07,0.0
bb6bac1c-fe00-4770-aa34-93fd18d383dd,"Finition post-tannage du cuir (Croûte de cuir, tannage aux aldéhydes, traitement optimal des eaux usées), RER/Post-tanning/ Finishing Leather (Split leather, Aldehyde tanning, Waste Water bc), RER",0.00796831,1.24655e-10,2.33722,0.0,2.33722,7.28158e-06,0.00247383,0.0188066,0.00513833,7.33508e-08,0.902613,,1.68947e-07,0.0
bceb394f-74a4-43da-a571-707074424353,"Finition post-tannage du cuir (Croûte de cuir, tannage aux aldéhydes, traitement optimal des eaux usées), RAS/Post-tanning/ Finishing Leather (Split leather, Aldehyde tanning, Waste Water bc), RAS",0.0122813,3.45743e-11,2.70153,0.0,2.70153,7.28285e-06,0.00350418,0.0300752,0.00800224,2.39723e-07,0.295893,13.4422,1.76693e-07,0.0
81fa5315-1d67-47b5-89a8-1279665fdd9f,"Finition post-tannage du cuir (Croûte de cuir, tannage aux aldéhydes, traitement moyen des eaux usées), RER/Post-tanning/ Finishing Leather (Split leather, Aldehyde tanning, Waste Water av), RER",0.00796831,1.24655e-10,2.33722,0.0,2.33722,7.28158e-06,0.00341616,0.0188066,0.00513833,7.33508e-08,0.902613,,1.68947e-07,0.0
35c38e4a-e98f-4b87-8a8d-e1f378eaa230,"Finition post-tannage du cuir (Croûte de cuir, tannage aux aldéhydes, traitement moyen des eaux usées), RAS/Post-tanning/ Finishing Leather (Split leather, Aldehyde tanning, Waste Water av), RAS",0.0122813,3.45743e-11,2.70153,0.0,2.70153,7.28285e-06,0.0044465,0.0300752,0.00800224,2.39723e-07,0.295893,13.4422,1.76693e-07,0.0
09c6799c-4953-4c8e-8589-aa2aa8d0aea5,"Finition post-tannage du cuir (Croûte de cuir, tannage aux aldéhydes, aucun traitement des eaux usées), RER/Post-tanning/ Finishing Leather (Split leather, Aldehyde tanning, Waste Water wc), RER",0.00796831,1.24655e-10,2.33722,0.0,2.33722,7.28158e-06,0.0127133,0.0188066,0.00513833,7.33508e-08,0.902613,,1.68947e-07,0.0
be2c4b1f-a7ed-419d-8211-05931b395e0d,"Finition post-tannage du cuir (Croûte de cuir, tannage aux aldéhydes, aucun traitement des eaux usées), RAS/Post-tanning/ Finishing Leather (Split leather, Aldehyde tanning, Waste Water wc), RAS",0.0122813,3.45743e-11,2.70153,0.0,2.70153,7.28285e-06,0.0137436,0.0300752,0.00800224,2.39723e-07,0.295893,13.4422,1.76693e-07,0.0
65168051-84db-4cd7-adfe-f3c5a382f530,"Finition post-tannage du cuir (Croûte de cuir, tannage au chrome, traitement optimal des eaux usées), RER/Post-tanning/ Finishing Leather (Split leather, Chromium tanning, Waste Water bc), RER",0.0069452,9.47693e-11,2.20771,0.0,2.20771,7.46382e-06,0.00169686,0.0182625,0.00522591,6.22918e-08,0.651135,,1.53779e-07,0.0
2e59a766-f9d7-4086-a5d9-0d2cb124d601,"Finition post-tannage du cuir (Croûte de cuir, tannage au chrome, traitement optimal des eaux usées), RAS/Post-tanning/ Finishing Leather (Split leather, Chromium tanning, Waste Water bc), RAS",0.0103382,4.14933e-11,2.50573,0.0,2.50573,7.46144e-06,0.00251786,0.0272416,0.00750682,1.91948e-07,0.220712,,1.62566e-07,0.0
8b7f5679-aac1-4822-b1b6-6ff99b68b78f,"Finition post-tannage du cuir (Croûte de cuir, tannage au chrome, traitement moyen des eaux usées), RER/Post-tanning/ Finishing Leather (Split leather, Chromium tanning, Waste Water av), RER",0.0069452,9.47693e-11,2.20771,0.0,2.20771,7.46382e-06,0.00311251,0.0182625,0.00522591,6.22918e-08,0.651135,,1.53779e-07,0.0
db5b2a01-a621-45d4-9118-eca160a00291,"Finition post-tannage du cuir (Croûte de cuir, tannage au chrome, traitement moyen des eaux usées), RAS/Post tanning/ Finishing Leather (Split leather, Chromium tanning, Waste Water av), RAS",0.0103382,4.14933e-11,2.50573,0.0,2.50573,7.46144e-06,0.00393351,0.0272416,0.00750682,1.91948e-07,0.220712,,1.62566e-07,0.0
4d951abd-a577-406f-844e-de5d8566457d,"Finition post-tannage du cuir (Croûte de cuir, tannage au chrome, aucun traitement des eaux usées), RER/Post-tanning/ Finishing Leather (Split leather, Chromium tanning, Waste Water wc), RER",0.0069452,9.47693e-11,2.20771,0.0,2.20771,7.46382e-06,0.0170637,0.0182625,0.00522591,6.22918e-08,0.651135,,1.53779e-07,0.0
53b17dae-e8f8-46a4-997b-61adbac3dd53,"Finition post-tannage du cuir (Croûte de cuir, tannage au chrome, aucun traitement des eaux usées), RAS/Post-tanning/ Finishing Leather (Split leather, Chromium tanning, Waste Water wc), RAS",0.0103382,4.14933e-11,2.50573,0.0,2.50573,7.46144e-06,0.0178847,0.0272416,0.00750682,1.91948e-07,0.220712,,1.62566e-07,0.0
34b179d1-852c-4843-9b44-d1e311b9e087,"Finition Polyester, GLO/Polyester Finish, GLO",0.00638729,4.93146e-11,1.43669,0.0,1.43669,5.45558e-06,0.00136475,0.0145731,0.00452382,9.25243e-08,0.34396,9.17104,4.66271e-07,0.0
f36e7687-7e6e-468d-b3a3-0546fbeee9b5,"Finition Acrylique, GLO/Acrylic Finish, GLO",0.00695764,5.17968e-11,,0.0,,5.88406e-06,0.00152938,0.0163211,0.00495774,1.22502e-07,0.362334,9.82322,2.59456e-07,0.0
ef2029ff-7185-48cc-b311-5afd92f8e09c,Filé de fibres de viscose/Viscose yarn ; finished ; at plant ; 100% viscose,0.0965064,5.91306e-07,10.0703,0.0181852,10.0521,0.000907341,0.0130298,0.108463,0.0337434,2.34473e-06,0.939018,124.073,1.4575e-05,522.613
b917ace2-28f9-4a65-b2bd-dc603bdf7250,Filé de fibres de polyéthylène/Polyethylene yarn ; finished ; at plant ; 100% polyethylene,0.0397718,3.94457e-07,7.64733,0.00432039,7.64301,0.000283413,0.00551481,0.0303079,0.0184465,4.88651e-07,3.48574,162.883,3.24356e-06,4.74848
b5f6ed12-6016-4543-8a08-11213fcbdd35,Filé de fibres de polyester/Polyester yarn ; finished ; at plant ; 100% polyester,0.0633309,1.17271e-06,14.1993,0.00212298,14.1972,0.000651454,0.0127922,0.109601,0.0398122,1.78501e-06,0.66282,187.917,1.89601e-05,6.55383
42927264-4088-4ab8-93ad-9234e859164a,Filé de fibres de polyamide 66/Polyamide 6.6 yarn ; finished ; at plant ; 100% polyamide 6.6,0.0615357,4.08223e-07,14.7457,0.00707969,14.7386,0.000367227,0.0145251,0.0404596,0.0202165,7.20284e-07,3.52153,224.856,6.46263e-06,4.98644
395cf123-8d1f-4cdd-8d3d-30087ed8ba7e,Filé de fibres d'aramide/Aramid yarn ; finished ; at plant ; 100% aramid,0.120151,0.000296774,27.2433,0.00687201,27.2364,0.000334685,0.0136103,0.141576,0.0437682,2.55017e-06,15.6425,319.388,2.41132e-06,5.91016
1288b89c-83c0-4399-bc00-52e630398775,Filé de fibres d'acrylique/Acrylic yarn ; finished ; at plant ; 93% acrylonitrile and 7% co-monomers,0.16801,5.60184e-07,21.0623,0.00178856,21.0606,0.000350526,0.0401773,0.339315,0.0840636,4.3625e-06,7.49532,304.532,1.03493e-05,5.78436
81a67d97-3cd9-44ef-9ee2-159364364c0f,Filament de viscose/Viscose filament ; finished ; at plant ; 100% viscose,0.0777808,5.13299e-07,7.99002,0.017333,7.97268,0.000861022,0.0107847,0.0842916,0.0264538,1.88459e-06,0.395013,97.6965,1.30682e-05,497.076
c3738500-0a62-4b95-b4a2-b7beb12a9e1a,Filament de polyuréthane/Polyurethane filament ; finished ; at plant ; 100% polyurethane,0.130114,2.95942e-07,20.6809,0.0192492,20.6617,0.000386296,0.0326394,0.294416,0.0810339,4.31241e-06,6.04044,276.145,7.68645e-06,
eca33573-0d09-4d79-9b28-da42bfcc7a4b,"Filament de polytriméthylène téréphtalate (PTT), inventaire partiellement agrégé/Polytrimethylene terephthalate filament",0.0738927,1.22071e-06,12.0842,0.00360811,12.0806,0.000826427,0.0183514,0.104997,0.0352412,1.27029e-06,6.04855,223.15,2.29856e-05,86.4794
7f8bbfdc-fb65-4e3a-ac81-eda197ef17fc,"Filament de polytéréphtalate de butylène (PBT), inventaire agrégé/Polybutylene Terephthalate (PBT)",0.0747791,4.35996e-07,10.1195,0.0022479,10.1173,0.000763859,0.01316,0.109655,0.0346983,1.61925e-06,3.515,157.248,2.05044e-05,26.1942
a30cfbde-393a-40db-9263-ea00bfced0b7,Filament de polypropylène/Polypropylene filament ; finished ; at plant ; 100% polypropylene,0.0286206,3.08043e-07,6.91894,0.00704748,6.91189,0.000262079,0.00526731,0.0273836,0.0149108,3.46971e-07,4.20667,149.611,2.4338e-06,3.58197
f2dd799d-1b69-4e7a-99bd-696bbbd5a978,Filament de polylactide/Polylactide filament ; finished ; at plant ; 100% polylactide,0.047873,6.09401e-07,9.35683,0.00890413,9.34793,0.000456785,0.0200355,0.0939001,0.0245282,9.01373e-07,4.08581,128.14,7.30883e-06,
088ed617-67fa-4d42-b3af-ee6cf39cf36f,Filament de polyéthylène/Polyethylene filament ; finished ; at plant ; 100% polyethylene,0.0291494,3.07569e-07,6.91078,0.00878997,6.90199,0.000266425,0.00523998,0.0273944,0.0160151,3.51994e-07,4.20627,151.324,2.3884e-06,3.57873
4d57c51d-7d56-46e1-acde-02fbcdc943e4,"Filament de polyester, inventaire partiellement agrégé/Polyester filament ; finished ; at plant ; 100% polyester",0.0688135,3.06394e-07,,0.00396229,,0.000767668,0.0149349,0.128688,0.043633,1.93075e-06,1.50994,159.217,2.05077e-05,23.5316
182fa424-1f49-4728-b0f1-cb4e4ab36392,Filament de polyamide 66/Polyamide 6.6 filament ; finished ; at plant ; 100% polyamide 6.6,0.0500436,3.07202e-07,13.6468,0.0114145,13.6354,0.000343227,0.0138544,0.0374048,0.0177015,5.71268e-07,4.31511,210.02,5.26757e-06,3.61651
7a1ccc4a-2ea7-48dc-9ef0-d57066ea8fa5,Filament d'aramide/Aramid filament ; finished ; at plant ; 100% aramid,0.0790202,0.000280342,22.3103,0.00649834,22.3038,0.000311432,0.00658183,0.0614476,0.0216061,1.23932e-06,16.137,266.297,8.62709e-07,4.05646
aee6709f-0864-4fc5-8760-68cb644a0021,Filament d'acrylique/Acrylic filament ; finished ; at plant ; 93% acrylonitrile and 7% co-monomers,0.143457,5.25589e-07,18.4288,0.00172928,18.4271,0.000341635,0.0356034,0.292909,0.0717722,3.65297e-06,7.10451,270.853,9.72208e-06,5.41896
37396ac4-13a2-484c-9cc6-5b5a93ff6e6e,Filament bi-composant polypropylène/polyamide/Bi-component polypropylene/polyamide filament ; finished ; at plant ; 80% polypropylene and 20% polyamide,0.0328683,3.09893e-07,8.26356,0.00792163,8.25564,0.000278646,0.00697581,0.0292923,0.0154543,3.91327e-07,4.20696,161.714,3.01832e-06,3.61447
94b4b0e1-61e4-4f4d-b9b2-efe7623b0e68,Fil de soie/Reeled silk ; reeled from silkworms cocoons ; at plant ; 100% reeled silk,0.48183,8.73107e-07,18.5727,0.639286,17.9334,0.000899851,0.214701,2.08908,0.058398,1.54333e-05,0.217894,85.1754,1.88195e-05,4716.32
e5a6d538-f932-4242-98b4-3a0c6439629c,Fil de lin (filasse)/Flax yarn - long fibres ; finished ; at plant ; 100% long fibres flax,0.112007,9.19125e-07,16.7281,0.00164494,16.7265,0.00125111,0.028925,0.225852,0.0574054,2.9546e-06,6.18463,222.954,2.36122e-05,
fcef1a31-bb18-49e4-bdb6-e53dfe015ba0,Fil de lin (étoupe)/Flax yarn - tow ; finished ; at plant ; 100 % short fibres flax,0.101654,7.42863e-07,15.1829,0.001399,15.1816,0.000716424,0.0234715,0.206896,0.0547921,2.80418e-06,5.96535,208.085,1.42677e-05,7.58111
4e035dbf-f48b-4b5a-94ea-0006c713958b,"Fil de laine de mouton Mérinos, inventaire partiellement agrégé/Merino sheep wool yarn",0.2585,3.53466e-06,73.8467,42.1606,31.6861,0.00303343,0.0749463,0.471136,0.0938408,4.68642e-06,6.23913,439.124,0.000193353,1465.27
376bd165-d354-41aa-a6e3-fd3228413bb2,Fil de laine de mouton/Sheep wool yarn ; finished ; at plant ; 100% sheep wool,,2.67242e-06,80.2769,43.0647,37.2122,0.00796636,0.321943,7.20749,0.0633881,1.36075e-05,1.38297,328.16,6.35123e-05,7712.22
c191a4dd-5080-4eb6-9c59-b13c943327bc,Fil de laine de chameau/Camelhair yarn ; finished ; at plant ; 100% camelhair,1.72489,8.42207e-07,175.102,154.288,20.8144,0.000297625,0.0731482,6.39218,0.114578,1.4739e-05,-0.133703,256.363,2.22221e-05,232501.0
72010874-4d26-4c7a-95de-c6987dfdedeb,Fil de jute/Jute yarn ; finished ; at plant ; 100% jute,0.0914814,8.03167e-07,,0.250241,,0.000874196,0.0239917,0.24293,0.0401706,2.13649e-06,0.412757,161.387,1.42838e-05,22.9254
f211bbdb-415c-46fd-be4d-ddf199575b44,"Fil de coton conventionnel, inventaire partiellement agrégé/Cotton yarn ; conventional ; at plant ; 100% conventional cotton",0.153118,1.07152e-06,16.3699,0.0104544,16.3595,0.00158826,0.103968,0.352476,0.0477582,3.041e-06,2.51078,209.536,3.81526e-05,703.366
08601439-f338-4f94-ac8c-538061b65d16,Fil de chanvre/Hemp yarn ; finished ; at plant ; 100% hemp fibre yarn,0.148329,9.67422e-07,19.5483,0.00433038,19.544,0.00110588,0.0736843,0.318022,0.0700225,3.82709e-06,1.40834,224.78,2.06849e-05,
380c0d9c-2840-4390-bd3f-5c960f26f5ed,Fil de cachemire/Cashmere yarn ; finished ; at plant ; 100% cashmere wool,6.70835,1.91427e-06,385.476,365.923,19.5524,0.000965391,0.221925,29.4712,0.165203,4.9137e-05,0.536425,278.089,4.06024e-05,1623150.0
29bddef1-d753-45af-9ca6-aec05e2d02b9,Fil d'angora/Angora yarn ; finished ; at plant ; 100% angora wool,2.67922,3.28002e-06,45.1782,7.38294,37.7952,0.00323338,0.402182,,0.100685,2.10314e-05,,394.075,6.51926e-05,4088.91
56e7b757-6ddf-488e-91c8-a56473362562,Fibres de verre (haute résistance)/Glass fibers (high strength),0.0180002,3.79259e-11,2.60372,0.0,2.60372,1.58168e-05,0.00305122,0.0327909,0.021356,1.38288e-06,0.229957,20.2482,5.28694e-08,0.0
1b8a69fc-b6e9-407f-a90c-ff7921811384,Fibres de verre (faible résistance)/Glass fibers (low strength),0.0226401,2.06968e-10,3.40023,0.0,3.40023,1.58695e-05,0.00363446,0.0391569,0.0231731,1.40489e-06,1.54101,33.442,1.49751e-07,0.0
36cdbfc4-3f48-47b0-8ae0-294bb6017df1,"Fibres de kapok, inventaire agrégé/Kapok fibre production",0.0006616,7.02024e-08,-0.0280245,-0.248397,0.220373,-0.000510209,-0.000514053,-0.00456534,0.00162426,7.27537e-08,0.116285,5.93901,5.27283e-06,-31.7719
4fd27951-5d6d-4d55-9a5e-aa1eab50c351,"Fibre de carbone (CF, depuis PAN, haute résistance, fibres longues)/Carbon fiber (CF, from PAN, high strengths, long fibers )",0.250632,8.35946e-09,41.4564,0.0,41.4564,2.07516e-05,0.0371101,0.395526,0.112471,2.81516e-06,64.5792,750.364,5.09194e-06,0.0
4cdcfb74-7225-4771-977b-be9afd81b988,"Fibre de carbone (CF, depuis PAN, fibres courtes)/Carbon Fiber (CF, from PAN, short fibers)",0.0980895,2.70641e-09,18.7155,0.0,18.7155,1.88811e-05,0.0186867,0.193898,0.0551489,9.88663e-07,20.6991,367.776,1.96759e-06,0.0
